Field,Subfields,Job roles,Programming Languages ,Tools,Skills,Educational Background
Web Development,Web Accessibility,Accessibility Engineer,"HTML,CSS,JavaScript,TypeScript,Python","Axe,WAVE,Lighthouse,JAWS,NVDA,VoiceOver,Colour Contrast Analyzer,Chrome DevTools Accessibility Panel,Storybook","WCAG,ARIA,Semantic HTML,UX Design,User Testing,Assistive Technology Testing,Responsive Design,Empathy,Communication,Problem-Solving","Bachelor's (Computer Science, Human-Computer Interaction, Web Development)"
Web Development,Web Accessibility,Web Accessibility Specialist,"HTML,CSS,JavaScript,TypeScript,Python","Axe,WAVE,Lighthouse,JAWS,NVDA,VoiceOver,Colour Contrast Analyzer,Chrome DevTools Accessibility Panel,pa11y","WCAG,ARIA,Semantic HTML,UX Design,Assistive Technology Testing,User Testing,Responsive Design,Empathy,Communication,Collaboration","Bachelor's (Computer Science, Web Accessibility, UX Design)"
Web Development,Web Accessibility,A11y Frontend Developer,"HTML,CSS,Sass,JavaScript,TypeScript","Storybook,Axe,Lighthouse,Chrome DevTools,JAWS,NVDA,VoiceOver,pa11y,ESLint","ARIA,WCAG,Responsive Design,Component Design,Cross-browser Testing,Performance Optimization,Attention to Detail,Problem-Solving,Communication","Bachelor's (Computer Science, Web Development, UI/UX Design)"
Web Development,Web Accessibility,WCAG Compliance Tester,"HTML,CSS,JavaScript,Python,R","Axe,WAVE,Lighthouse,Tenon,pa11y,Siteimprove,Accessibility Insights,JAWS,NVDA","WCAG,Audit Reporting,Test Case Development,Manual Testing,Assistive Tech Testing,Attention to Detail,Analytical Thinking,Documentation,Communication","Bachelor's (Computer Science, Web Accessibility Standards)"
Web Development,Web Accessibility,Accessible UI Developer,"HTML,CSS,JavaScript,TypeScript","Figma,Axe,Storybook,Lighthouse,Chrome DevTools Accessibility Panel,NVDA,VoiceOver,Sketch","Inclusive Design,WCAG,ARIA,UI Design,Prototyping,User Testing,Responsive Design,Collaboration,Iteration","Bachelor's (UI/UX Design, Human-Computer Interaction, Computer Science)"
Web Development,Web Accessibility,Inclusive Design Expert,"HTML,CSS,JavaScript","Figma,Sketch,Axe,UserZoom,Miro,Mural,Optimal Workshop,Hotjar","Inclusive Design,User Research,Persona Development,Stakeholder Engagement,Strategy,WCAG,Communication,Empathy,Facilitation","Bachelor's (Human-Computer Interaction, UX Design, Accessibility Studies)"
Web Development,Web Accessibility,Screen Reader Compatibility Engineer,"HTML,CSS,JavaScript,TypeScript","JAWS,NVDA,VoiceOver,ChromeVox,Orca,AXTrace,VoiceOver Utility,WebAIM Contrast Checker","Screen Reader Testing,ARIA,Semantic HTML,Accessibility Audits,Assistive Tech Expertise,Debugging,Attention to Detail,Problem-Solving,Reporting","Bachelor's (Computer Science, Web Accessibility, Human-Computer Interaction)"
Web Development,Web Accessibility,Accessibility QA Tester,"HTML,CSS,JavaScript,Python","Axe,WAVE,Lighthouse,JAWS,NVDA,VoiceOver,pa11y,Selenium,TestRail","WCAG,Manual Testing,Test Case Development,Bug Reporting,Cross-browser Testing,Attention to Detail,Analytical Thinking,Communication,Collaboration","Bachelor's (Software Testing, Computer Science, Web Accessibility)"
Web Development,Web Accessibility,ARIA Implementation Specialist,"HTML,CSS,JavaScript,TypeScript","Chrome DevTools Accessibility Panel,Storybook,Visual Studio Code,Axe,pa11y,JAWS,VoiceOver,NVDA","ARIA,Semantic HTML,WCAG,Component Development,API Integration,Responsive Design,Problem-Solving,Documentation,Collaboration","Bachelor's (Computer Science, Web Development)"
Web Development,Web Accessibility,Accessible Forms Developer,"HTML,CSS,JavaScript","Figma,Storybook,Axe,Lighthouse,Chrome DevTools,NVDA,VoiceOver,Formik","WCAG,ARIA,Form Validation,Error Handling,UX Design,Responsive Layouts,Attention to Detail,User Testing,Collaboration","Bachelor's (Web Development, UX Design, Computer Science)"
Web Development,Web Accessibility,Accessibility Consultant,"HTML,CSS,JavaScript,Python","Axe,Siteimprove,WAVE,Lighthouse,Tenon,JAWS,NVDA,Colour Contrast Analyzer","Accessibility Audits,WCAG,Stakeholder Engagement,Strategy Development,User Research,Report Writing,Empathy,Communication,Project Management","Bachelor's (Web Accessibility, Human-Computer Interaction, Computer Science)"
Web Development,Web Accessibility,Accessibility Automation Tester,"HTML,CSS,JavaScript,Python","Selenium,Playwright,Cypress,Axe,Lighthouse,pa11y,Git,CI/CD (Jenkins/GitHub Actions)","Test Automation,WCAG,ARIA,Script Development,Continuous Integration,Debugging,Analytical Thinking,Problem-Solving,Documentation","Bachelor's (Software Engineering, Web Accessibility, Computer Science)"
Mobile Development,iOS Development,iOS Developer,"Swift,Objective-C,C,Python","Xcode,CocoaPods,Swift Package Manager,Instruments,Simulator,TestFlight,Git,Fastlane,Crashlytics","iOS SDK,UIKit,SwiftUI,Auto Layout,MVC/MVVM,RESTful APIs,Core Data,Concurrency,Debugging,App Store Deployment","Bachelor's (Computer Science, Software Engineering)"
Mobile Development,iOS Development,Swift Developer,"Swift,Objective-C,C","Xcode,Swift Package Manager,Playgrounds,CocoaPods,Carthage,Instruments,Git,Jenkins,Fastlane","SwiftUI,Protocol-Oriented Programming,Generics,Functional Programming,Concurrency (async/await),XCTest,Debugging,Performance Tuning,Code Optimization,Documentation","Bachelor's (Computer Science, Software Engineering)"
Mobile Development,iOS Development,Objective-C iOS Engineer,"Objective-C,C,C++,Swift","Xcode,Instruments,CocoaPods,Carhage,LLDB,Git,Fastlane,TestFlight,Crashlytics","Objective-C Runtime,ARC,Blocks,Delegation,KVO,MVC,Memory Management,Bridging to Swift,Debugging,Design Patterns","Bachelor's (Computer Science, Software Engineering)"
Mobile Development,iOS Development,iOS App Architect,"Swift,Objective-C","Xcode,PlantUML (or UML tool),CocoaPods,Swift Package Manager,Git,Jenkins,Fastlane,Zeplin,SonarQube","System Architecture,Clean Architecture,MVVM/VIPER,SOLID Principles,Design Patterns,Scalability,Performance Tuning,Security,API Design,Team Leadership","	Master's (Computer Science, Software Engineering, Mobile Development)"
Mobile Development,iOS Development,iOS UI/UX Developer,"Swift,Objective-C","Xcode Interface Builder,SwiftUI Previews,Figma,Sketch,Zeplin,InVision,Storyboards,Git","Human Interface Guidelines,Prototyping,Animation,Auto Layout,Accessibility,Responsive Design,User Testing,Collaboration,Visual Design","Bachelor's (Human-Computer Interaction, Design, Computer Science)"
Mobile Development,iOS Development,iOS SDK Developer,"Swift,Objective-C,C","Xcode,Swift Package Manager,CocoaPods,Carhage,Jazzy (docs),Git,JIRA,Fastlane","API Design,SDK Versioning,Threading,Networking,Security,Backwards Compatibility,Documentation,Testing,Packaging,Debugging","Bachelor's (Computer Science, Software Engineering)"
Mobile Development,iOS Development,iOS Automation Engineer,"Swift,Objective-C,Python,Ruby,JavaScript","XCUITest,Appium,Detox,EarlGrey,Fastlane,Jenkins,GitHub Actions,BrowserStack,Git","Test Automation,CI/CD,Script Development,Parallel Testing,Performance Testing,Debugging,Analytical Thinking,Attention to Detail,Communication,Collaboration","Bachelor's (Computer Science, Software Engineering)"
Mobile Development,iOS Development,iOS App Store Deployment Specialist,"Swift,Objective-C,Ruby,Shell","App Store Connect,Xcode,Transporter,Fastlane,TestFlight,Jenkins,GitHub Actions,Git","App Signing,Provisioning Profiles,Certificate Management,Release Management,Versioning,Metadata Management,Compliance,Documentation,Communication,Problem-Solving","Bachelor's (Computer Science, Information Technology)"
Mobile Development,iOS Development,iOS Accessibility Engineer,"Swift,Objective-C,C","VoiceOver,Accessibility Inspector,Switch Control,Xcode Accessibility Inspector,AXE-Core,VoiceOver Utility","UIAccessibility,Assistive Technology Testing,Inclusive Design,Semantic UI,VoiceOver Navigation,Color Contrast,Empathy,Communication,Problem-Solving","Bachelor's (Computer Science, Human-Computer Interaction)"
Mobile Development,iOS Development,iOS Framework Integration Specialist,"Swift,Objective-C,C","CocoaPods,Carthage,Swift Package Manager,Xcode,Git,Jenkins,JIRA","Dependency Management,Versioning,API Integration,Bridging to Swift,Compatibility Testing,Debugging,Documentation,Collaboration,Communication","Bachelor's (Computer Science, Software Engineering)"
Mobile Development,iOS Development,Mobile iOS Security Engineer,"Swift,Objective-C,C,Python","MobSF,Frida,Burp Suite,Hopper,Xcode Sanitizers,Git,Jenkins","Secure Coding,Encryption,Threat Modeling,Penetration Testing,Static Analysis,Dynamic Analysis,Authentication,Authorization,Network Security,Code Signing","Master's (Cybersecurity, Computer Science, Mobile Development)"
Mobile Development,iOS Development,iOS Performance Optimization Engineer,"Swift,Objective-C,C","Xcode Instruments,Time Profiler,Allocations Instrument,Leaks Instrument,OS Signpost,DTrace,Git,Jenkins","Profiling,Memory Management,CPU Optimization,GPU Optimization,Concurrency,Multithreading,Performance Testing,Debugging,Analytical Thinking,Communication","Bachelor's (Computer Science, Software Engineering)"
Mobile Development,Android Development,Android Developer,"Java,Kotlin,XML,C++,Python","Android Studio,Gradle,ADB,Emulator,Firebase,Retrofit,Git,Jenkins,Android Profiler,LeakCanary","Android SDK,Material Design,UI Layouts,API Integration,SQLite,MVVM,Coroutines,Unit Testing,Debugging,Performance Optimization","Bachelors (Computer Science, Software Engineering)"
Mobile Development,Android Development,Kotlin Android Developer,"Kotlin,Java,XML,Groovy","Android Studio,Gradle,Kotlin DSL,Jetpack Compose,ADB,Emulator,Hilt,Koin,Git,Android Profiler","Jetpack Compose,Coroutines,Flow,Dependency Injection,MVVM,DSL,Unit Testing,Debugging,Extension Functions,Performance Tuning","Bachelors (Computer Science, Software Engineering)"
Mobile Development,Android Development,Java Android Engineer,"Java,Kotlin,XML,Groovy","Android Studio,Gradle,ADB,Emulator,Retrofit,Dagger,Git,Jenkins,JIRA,Android Profiler","Android SDK,MVC/MVP,API Integration,Multithreading,Memory Management,Unit Testing,Debugging,Legacy Code Maintenance,Performance Tuning,Design Patterns","Bachelors (Computer Science, Software Engineering)"
Mobile Development,Android Development,Android SDK Developer,"Java,Kotlin,C,C++","Android Studio,SDK Manager,NDK,Gradle,ADB,ProGuard,Git,Jenkins,Javadoc,Android Profiler","API Design,SDK Versioning,JNI,Packaging,Backward Compatibility,Documentation,Testing,Debugging,Performance Optimization,Dependency Management","Bachelors (Computer Science, Software Engineering)"
Mobile Development,Android Development,Android App Architect,"Java,Kotlin","Android Studio,PlantUML,Gradle,Jenkins,Zeplin,Figma,Git,SonarQube,Lint,Confluence","Clean Architecture,MVVM/VIPER,SOLID Principles,Modularization,Scalability,Security,API Design,Code Reviews,Team Leadership,Roadmapping","Master's (Computer Science, Software Engineering, Mobile Development)"
Mobile Development,Android Development,Android UI/UX Developer,"Kotlin,Java,XML","Android Studio,Figma,Sketch,Zeplin,Adobe XD,InVision,ADB,Emulator,Git","Material Design,Prototyping,Custom Views,Animation,Responsive Layouts,Accessibility,User Testing,Collaboration,Visual Design,Interaction Design","Bachelors (Human-Computer Interaction, Design, Computer Science)"
Mobile Development,Android Development,Android Jetpack Engineer,"Kotlin,Java,XML,C++","Android Studio,Jetpack Compose,Room,LiveData,ViewModel,Navigation Component,WorkManager,DataBinding,Hilt,Git","MVVM,Reactive Programming,State Management,Dependency Injection,Lifecycle Management,Modularization,Performance Optimization,Debugging,Documentation,Architecture Design","Bachelors (Computer Science, Software Engineering)"
Mobile Development,Android Development,Android Testing & QA Engineer,"Java,Kotlin,XML,Python","Espresso,UI Automator,Robotium,JUnit,Mockito,Gradle,Firebase Test Lab,Android Emulator,ADB,Git","Test Automation,Performance Testing,Manual Testing,Regression Testing,Test Plan Development,CI/CD Integration,Debugging,Analytical Thinking,Attention to Detail,Communication","Bachelors (Computer Science, Software Engineering)"
Mobile Development,Android Development,Android Security Engineer,"Java,Kotlin,C++,Python,Bash","MobSF,OWASP ZAP,Burp Suite,Android Lint,DexGuard,Frida,QARK,ProGuard,Git","Threat Modeling,Secure Coding,Penetration Testing,Encryption,Code Obfuscation,Vulnerability Assessment,Reverse Engineering,Static Analysis,Dynamic Analysis,Security Compliance","Master's (Cybersecurity, Computer Science, Mobile Development)"
Mobile Development,Android Development,Google Play Deployment Specialist,"Java,Kotlin,Bash,Ruby","Google Play Console,Play Developer API,Fastlane,Gradle,Transporter,Jenkins,Firebase App Distribution,Git","App Signing,Release Management,Versioning,Metadata Localization,Compliance,Staged Rollouts,Monitoring,Certificate Management,Documentation,Problem-Solving","Bachelors (Computer Science, Information Technology)"
